318.195480 736.851510
318.721054 286.406789
319.059950 798.046570
319.182861 313.321862
319.378462 638.022484
321.177364 617.312397
321.485850 760.633688
324.375007 388.730430
325.062956 584.514303
325.679300 786.101770
326.497802 268.365257
326.663150 184.583350
328.536077 528.873199
328.804650 412.430550
329.547988 229.305900
331.245267 745.382327
331.358549 399.999100
331.828796 602.152653
332.851370 628.746020
333.205670 572.147764
334.380853 773.598945
334.471400 369.183315
334.559512 298.702297
335.072950 553.711254
337.534458 591.906310
337.853921 420.755431
338.406419 249.531113
338.680300 788.873250
340.378871 613.777071
340.621625 324.053932
340.923067 387.914140
341.636630 520.125190
342.254949 581.945218
343.149177 204.938985
343.830670 753.609570
344.073417 504.762657
344.268694 269.595953
344.305363 285.152039
346.507842 489.415014
346.752000 601.103670
347.155594 348.366494
348.331738 568.599985
348.684423 304.426904
348.944203 474.055165
349.331830 431.314540
350.021510 795.022380
350.495661 593.506316
350.790100 405.396157
351.204831 541.053508
351.371300 458.753720
351.432131 776.976929
354.263030 585.860850
357.088920 252.889580
357.165127 316.340213
357.816714 266.966535
358.337949 277.048249
358.766850 285.344030
359.458160 373.685804
359.785740 225.480490
360.075208 756.039894
360.136596 294.521756
360.356168 572.502512
361.508340 303.712870
361.651511 556.430908
362.466699 329.949865
363.092144 792.448199
366.603350 309.323705
368.322140 581.101100
369.082861 524.747555
371.689260 314.924520
372.367478 774.598055
372.916903 347.815093
373.746150 568.192057
374.501538 396.213995
374.942260 425.423123
375.531640 758.352310
378.354360 789.442400
378.630453 490.618805
380.498900 324.586320
383.204956 584.087403
383.412485 549.757173
388.452774 326.742218
389.930602 371.418257
391.099388 569.346144
391.400685 776.090196
392.015236 764.156268
392.331797 344.937079
393.619271 787.340999
396.376340 328.889900
399.396737 452.897364
401.204540 587.699100
402.519643 525.065172
404.483750 328.071140
405.734440 768.986870
406.036585 777.288440
406.338730 785.590010
406.538429 405.870529
407.543115 339.402587
409.731592 355.165104
412.591160 327.252380
414.818258 585.925327
415.286628 558.078081
419.037550 321.269305
420.982829 374.913502
421.364683 339.736562
421.540110 494.675606
425.483940 315.286230
427.182217 328.933220
428.156029 352.840153
430.033710 583.942860
430.663495 308.866435
435.843050 302.446640
437.752624 338.487434
438.069396 323.072889
439.160252 463.493226
441.180152 425.564550
444.749514 532.433654
445.765126 300.287579
446.097425 357.349573
449.296408 314.565951
449.839946 389.354802
454.322646 573.088736
457.258306 334.664514
458.340250 297.551210
466.120262 495.235121
470.912774 314.015496
472.552814 363.075158
474.251444 449.222635
478.751200 562.172220
479.664390 288.992380
482.133749 530.279725
485.963026 334.931905
489.467591 404.539455
493.098120 270.206360
497.981983 476.846629
498.610934 305.228704
500.668170 551.890780
500.724010 508.646986
507.493953 366.327677
510.289694 440.513063
516.824955 533.867845
517.348407 286.160394
518.873090 264.564270
520.537088 329.444240
520.611982 494.058607
530.021463 470.264622
532.840914 416.562669
532.981740 515.844910
535.333730 387.914227
538.370082 299.681485
541.929000 503.404245
542.928387 357.396594
544.533121 445.973707
547.180140 268.188460
550.876260 490.963580
552.407729 325.796756
558.006680 406.865520
559.220315 478.148825
560.509375 261.297770
561.587659 421.267638
562.585340 392.553135
565.190080 435.755990
566.306265 294.761095
567.164000 378.240750
567.564370 465.334070
568.841575 363.547490
570.519150 348.854230
573.838610 254.407080
576.872240 322.141210
587.167845 247.516390
587.946860 276.990171
599.188375 304.015175
600.497080 240.625700
609.687282 262.456644
621.504510 285.889140
625.961830 238.403470
633.905300 260.706290
